,player,main.filter_depth.value_path,main.filter_depth.value_max,main.filter_depth.value_sum,main.filter_depth.value_levelmean,main.filter_depth.value_EV,main.filter_rank.value_path,main.filter_rank.value_max,main.filter_rank.value_sum,main.filter_rank.value_levelmean,main.filter_rank.value_EV,main.filter_value.value_path,main.filter_value.value_max,main.filter_value.value_sum,main.filter_value.value_levelmean,main.filter_value.value_EV
85,user86,-548.8518800662295,-562.1066408402727,-562.1066408402727,-556.9002079427202,-532.5269571445424,-582.3355278178985,-678.6646647110076,-654.1961082206564,-568.5915187265165,-556.4187303902672,-578.9204874599698,-682.1098837573579,-658.443630546639,-570.5841064806582,-559.7914477909501
86,user87,-725.7682535837357,-726.531076649762,-725.950317086413,-726.4868199279026,-726.5372480936123,-721.6139460872321,-724.0941391975875,-725.2470059494283,-723.3646789286427,-720.625732269224,-725.3064308564486,-726.8607295535714,-726.4742675918304,-725.9758292036092,-725.3082229660629
87,user88,-585.5332017269498,-585.5332017269498,-585.5332017269498,-585.5332017269499,-581.9080192763888,-647.1750458139331,-697.0158578872263,-692.0647939837459,-628.2571002734268,-642.2559012660431,-650.6426374739593,-699.2155428322415,-691.4613996466912,-629.112595059803,-645.5189968403421
88,user89,-436.8806196951086,-436.8806196951085,-436.8806196951086,-436.8806196951085,-430.74196454552265,-563.0256097663855,-672.7939226225144,-654.0790996277042,-520.1963800492445,-551.6908094491798,-564.0299759453139,-679.1355649277216,-657.2312406198417,-521.3540593635728,-551.627188376418
89,user9,-330.0195129449132,-339.20834476373216,-339.20834476373216,-331.91598878571244,-386.3746947644794,-448.8415134571975,-640.1896174436903,-608.4894586672062,-430.54821282757445,-475.1882521845615,-455.6971145636632,-643.2359386851382,-617.1044639075004,-434.47024019834475,-481.2779685752651
90,user90,-704.1692630408315,-703.8977192861859,-703.9376661235202,-703.540634517484,-702.7423562764129,-708.6063807929901,-718.3762476262422,-717.7291691695837,-705.5049288536973,-705.9931624154515,-711.1832996642047,-719.1429004891097,-718.239397205013,-707.317239203325,-708.544504127274
91,user91,-727.6009525641089,-724.7410718973185,-727.5897897190246,-727.7633218544647,-727.7632995522242,-726.6153587844558,-720.349407370656,-725.8459495624589,-726.983037845855,-727.5038633178963,-723.314805517369,-723.4756862330596,-725.9353460321875,-727.0763874591105,-725.81101328877
92,user92,-334.22122436155234,-354.9610276559291,-354.9610276559291,-347.94539947265565,-404.8804902727613,-434.23920548181616,-648.3509087185998,-612.0462613934557,-433.8808308441553,-475.2570769760067,-432.7347274746111,-650.9336995213478,-613.5697767613304,-439.51150505867594,-476.4444253343773
93,user93,-489.4306335973607,-489.4306335973608,-489.4306335973607,-489.4306335973608,-493.2809314942419,-579.6336107253171,-687.2136942739736,-674.7041299733655,-566.7593134371384,-581.3017118719724,-577.1814824115211,-688.8317224127698,-678.8164231981948,-565.1724581831645,-579.9835531597375
94,user94,-643.0342105150459,-643.034210515046,-643.0342105150459,-643.0342105150459,-643.034210515046,-662.7212400700905,-700.6546932168817,-703.7851466292323,-659.7919180559152,-662.7212400700905,-664.4422366305917,-701.4916257640248,-705.767607317214,-661.6753213651666,-664.4422366305914
95,user95,-422.6112674931895,-422.6112674931895,-422.6112674931894,-422.6112674931895,-455.5882243832163,-564.2323916330656,-692.7648035771199,-654.0995717437443,-536.3833404221139,-575.0203050356793,-564.6585173185066,-695.0801174219562,-660.7723278416593,-539.9250359794898,-575.2744928026978
96,user96,-460.8503716376381,-460.8503716376381,-460.85037163763803,-460.8503716376381,-471.4931153251401,-539.7125943543556,-667.4682172973841,-659.1257186034626,-528.4912270946509,-545.1841674763009,-543.489819296317,-668.2787698784043,-658.3947512773935,-532.5857345533059,-546.8220444356053
97,user97,-693.196264378463,-693.2555080323918,-696.2214905411299,-696.1919931170605,-693.7439253507782,-693.9592203947051,-713.6910822676257,-708.8297621610594,-696.5099267757976,-697.7883567121949,-695.7519144320647,-713.961966900662,-710.185272557673,-696.8395262837598,-696.8672879027342
98,user98,-726.2569492487933,-726.2569492487935,-726.2569492487933,-725.8888860607044,-726.2569503964796,-724.2965770963644,-724.569640143224,-726.9004403145198,-725.7028829609094,-724.9489576978463,-726.7579574950944,-727.5068539374975,-727.0826909962864,-726.6689566917876,-725.2702795571001
99,user99,-532.2354953789145,-532.2354953789146,-532.2354953789145,-532.2354953789145,-525.9575185199437,-599.6011740952114,-681.4028498591952,-671.3385171100715,-583.8247227619333,-583.0882573776878,-605.11052178043,-688.9779096655136,-671.4600013163276,-588.4842569064983,-588.0081589133422
