,player,main.filter_depth.value_path,main.filter_depth.value_max,main.filter_depth.value_sum,main.filter_depth.value_levelmean,main.filter_depth.value_EV,main.filter_rank.value_path,main.filter_rank.value_max,main.filter_rank.value_sum,main.filter_rank.value_levelmean,main.filter_rank.value_EV,main.filter_value.value_path,main.filter_value.value_max,main.filter_value.value_sum,main.filter_value.value_levelmean,main.filter_value.value_EV
84,user85,-387.71150359086954,-386.7601415930147,-387.2783443433361,-387.65795263197634,-387.6989159706172,-385.026231151593,-384.6590607815419,-387.07069466773345,-386.5255496962884,-386.47720662593605,-386.0343817316122,-386.88726608820144,-387.57000281664153,-386.7223101895126,-386.48107280326354
85,user86,-298.77384908414524,-305.40122947116686,-305.40122947116686,-302.7980130223906,-290.6113876233017,-315.5156729599798,-363.6802414065343,-351.4459631613587,-308.64366841428875,-302.5572742461641,-313.8081527810154,-365.4028509297095,-353.56972432435003,-309.6399622913596,-304.24363294650556
86,user87,-387.23203584289837,-387.6134473759115,-387.323067594237,-387.5913190149818,-387.6165330978367,-385.15488209464655,-386.3949786498243,-386.97141202574466,-386.03024851535184,-384.66077518564254,-387.0011244792548,-387.77827382781624,-387.5850428469457,-387.33582365283513,-387.00202053406196
87,user88,-317.1145099145054,-317.1145099145054,-317.1145099145054,-317.11450991450545,-315.3019186892249,-347.9354319579971,-372.85583799464365,-370.38030604290344,-338.4764591877439,-345.47585968405207,-349.6692277880102,-373.95568046715124,-370.07860887437613,-338.904206580932,-347.10740747120155
88,user89,-242.78821889858477,-242.78821889858474,-242.78821889858477,-242.78821889858474,-239.7188913237918,-305.86071393422327,-360.7448703622877,-351.3874588648826,-284.44609907565274,-300.1933137756204,-306.3628970236875,-363.9156915148913,-352.9635293609514,-285.0249387328169,-300.1615032392395
89,user9,-189.35766552348707,-193.95208143289656,-193.95208143289656,-190.3059034438867,-217.53525643327018,-248.76866577962923,-344.44271777287565,-328.59263838463363,-239.6220154648177,-261.9420351433113,-252.1964663328621,-345.9658783935996,-332.9001410047807,-241.58302915020286,-264.98689333866304
90,user90,-376.4325405714463,-376.29676869412344,-376.3167421127906,-376.1182263097725,-375.719087189237,-378.65109944752555,-383.5360328641516,-383.21249363582234,-377.10037347787915,-377.34449025875625,-379.93955888313286,-383.91935929558537,-383.467607653537,-378.006528652693,-378.6201611146675
91,user91,-388.14838533308495,-386.7184449996898,-388.1428039105428,-388.2295699782629,-388.2295588271426,-387.6555884432584,-384.5226127363585,-387.27088383226,-387.83942797395804,-388.09984070997865,-386.005311809715,-386.0857521675603,-387.31558206712424,-387.88610278058576,-387.2534156954155
92,user92,-191.45852123180666,-201.82842287899504,-201.82842287899504,-198.3206087873583,-226.78815418741112,-241.46751179193856,-348.52336341033043,-330.37103974775835,-241.28832447310813,-261.97644753903387,-240.71527278833602,-349.8147588117044,-331.13279743169574,-244.10366158036845,-262.5701217182191
93,user93,-269.0632258497109,-269.0632258497109,-269.0632258497109,-269.0632258497109,-270.9883747981514,-314.16471441368907,-367.9547561880173,-361.6999740377133,-307.7275657695997,-314.9987649870167,-312.93865025679105,-368.7637702574154,-363.7561206501279,-306.93413814261277,-314.3396856308993
94,user94,-345.86501430855344,-345.8650143085535,-345.86501430855344,-345.86501430855344,-345.8650143085535,-355.70852908607577,-374.67525565947136,-376.24048236564664,-354.2438680789881,-355.70852908607577,-356.56902736632634,-375.0937219330429,-377.2317127096375,-355.1855697336138,-356.5690273663262
95,user95,-235.65354279762522,-235.65354279762522,-235.6535427976252,-235.65354279762522,-252.14202124263863,-306.4641048675633,-370.73031083959046,-351.39769492290264,-292.53957926208744,-311.85806156887014,-306.6771677102838,-371.8879677620086,-354.73407297186014,-294.31042704077544,-311.9851554523794
